ID,Software,Link,Description,Subtype,Year,Last Modified
CD185,PostgreSQL,https://stackoverflow.com/questions/53202663/dump-and-zip-file-can-not-resore-odoo-8-how-to-solve-it/53203007#53203007,"Dump and Zip file can not resore odoo 8, how to solve it?",Functionality,2018,2018
CD186,PostgreSQL,https://stackoverflow.com/questions/60211967/django-throws-operationalerror-index-row-requires-35424-bytes-maximum-size-is/60212208#60212208,"Django throws OperationalError : index row requires 35424 bytes, maximum size is 8191",Functionality,2020,2020
CD187,PostgreSQL,https://stackoverflow.com/questions/9904234/log-firing-of-triggers-in-postgres-9-1/9906996#9906996,Log firing of triggers in postgres 9.1,Functionality,2012,2012
CD188,PostgreSQL,https://stackoverflow.com/questions/28311825/root-execution-of-the-postgresql-server-is-not-permitted/28312590#28312590,“root” execution of the PostgreSQL server is not permitted,Functionality,2015,2024
CD189,PostgreSQL,https://stackoverflow.com/questions/14540570/how-can-i-get-psql-to-work-in-ubuntu-from-shell-psql-u-admin-d-mydb/14540639#14540639,How can I get psql to work in ubuntu from shell: $ psql -U admin -d mydb,Functionality,2013,2014
CD190,PostgreSQL,https://stackoverflow.com/questions/5975369/got-error-while-creating-database-in-postgres/5977337#5977337,Got error while creating database in postgres,Functionality,2011,2011
CD191,PostgreSQL,https://stackoverflow.com/questions/59771622/postgresql-v12-create-temp-table-runs-out-of-shared-memory-can-i-create-on-disk/59774066#59774066,"PostgreSQL V12 create temp table runs out of shared memory, can I create on disk?",Functionality,2020,2020
CD192,PostgreSQL,https://stackoverflow.com/questions/60297213/master-datasources-xml-content-always-revert-back-to-initial-configuration-when/60298198#60298198,master-datasources.xml content always revert back to initial configuration when I start wso2server 5.9,Functionality,2020,2020
CD193,PostgreSQL,https://stackoverflow.com/questions/28188681/what-steps-should-i-follow-to-get-postgresql-into-development-in-my-rails-app/28190514#28190514,What steps should I follow to get postgresql into development in my Rails app?,Functionality,2015,2015
CD194,PostgreSQL,https://stackoverflow.com/questions/64201305/kubernetes-persistent-volume-mount-for-pgadmin/64210956#64210956,Kubernetes persistent volume mount for PgAdmin,Functionality,2020,2020
CD195,PostgreSQL,https://stackoverflow.com/questions/41419008/best-practice-for-running-programmatic-postgres-db-migrations-on-linux/41425871#41425871,Best Practice for Running Programmatic Postgres DB Migrations on Linux,Functionality,2017,2017
CD196,PostgreSQL,https://serverfault.com/questions/905181/postgresql-and-the-linux-kernel/905266#905266,PostgreSQL and the Linux Kernel,Functionality,2018,2018
CD197,PostgreSQL,https://serverfault.com/questions/1006099/postgresql-10-and-ubuntu-unable-to-postgresql-server-up/1006279#1006279,Postgresql 10 and Ubuntu - Unable to postgresql server UP,Functionality,2020,2020
CD198,PostgreSQL,https://serverfault.com/questions/913951/postfix-is-looking-for-etc-aliases-db-for-some-reason-instead-of-using-postgres/913960#913960,Postfix is looking for /etc/aliases.db for some reason instead of using Postgresql db,Functionality,2018,2018
CD199,Hadoop,https://stackoverflow.com/questions/47773744/high-availability-of-spark-driver/47773828#47773828,high availability of spark driver,Functionality,2017,2017
CD200,Hadoop,https://stackoverflow.com/questions/39507577/application-rejected-by-queue-placement-policy/43579679#43579679,application rejected by queue placement policy,Functionality,2016,2019
CD201,Hadoop,https://stackoverflow.com/questions/34390854/spark-self-suppression-not-permitted-when-writing-big-file-to-hdfs/34392213#34392213,Spark: Self-suppression not permitted when writing big file to HDFS,Functionality,2015,2023
CD202,Hadoop,https://stackoverflow.com/questions/19678518/map-reduce-error-on-smoke-test/19824263#19824263,map reduce error on smoke test,Functionality,2013,2013
CD203,Hadoop,https://stackoverflow.com/questions/56259853/why-aws-is-rejecting-my-connections-when-i-am-using-wholetextfiles-with-pyspar/56266816#56266816,Why AWS is rejecting my connections when I am using wholeTextFiles() with pyspark?,Functionality,2019,2019
CD204,Hadoop,https://stackoverflow.com/questions/17162679/pig-join-gets-outofmemoryerror-in-reducer-when-mapred-job-shuffle-input-buffer-p/18227433#18227433,pig join gets OutOfMemoryError in reducer when mapred.job.shuffle.input.buffer.percent=0.70,Functionality,2013,2014
CD205,Hadoop,https://stackoverflow.com/questions/34245682/could-only-be-replicated-to-0-nodes-instead-of-minreplication-1-there-are-4/34250778#34250778,could only be replicated to 0 nodes instead of minReplication (=1). There are 4 datanode(s) running and no node(s) are excluded in this operation,Functionality,2015,2016
CD206,Hadoop,https://stackoverflow.com/questions/60448972/reading-nested-data-from-elasticsearch-via-spark-scala/60451418#60451418,Reading Nested data from ElasticSearch via Spark Scala,Functionality,2020,2020
CD207,Apache httpd,https://serverfault.com/questions/390779/500-internal-server-error-when-setting-up-apache-on-localhost,500 Internal Server Error when setting up Apache on localhost,Functionality,2012,2012
CD208,news,https://virtualizationreview.com/articles/2017/06/21/configuration-error-leads-to-another-aws-data-breach.aspx,,Security,2017,2017
CD209,news,https://techgenix.com/android-users-data-leak/,,Security,2023,2024
CD210,news,https://www.itpro.co.uk/security/32732/nasa-employee-data-exposed-for-at-least-three-weeks-due-to-misconfigured-web-app,,Security,2019,2019
CD211,news,https://www.wired.com/story/voter-records-exposed-database/,,Security,2017,2017
CD212,news,https://www.upguard.com/breaches/verizon-cloud-leak,,Security,2017,2017
CD213,news,https://www.healthcareitnews.com/news/63500-patient-records-breached-new-york-providers-misconfigured-database,,Security,2018,2018
CD214,news,https://www.healthcareitnews.com/news/long-island-provider-exposes-data-42000-patients-misconfigured-database,,Security,2018,2018
CD215,news,https://securitydiscovery.com/document-management-company-leaks-data-online/,,Security,2023,2023
CD216,news,https://www.zdnet.com/article/database-leaks-data-on-most-of-ecuadors-citizens-including-6-7-million-children/,,Security,2019,2019
CD217,news,https://www.itnews.com.au/news/azure-misconfiguration-exposed-millions-of-isoc-members-info-576120,,Security,2022,2022
CD218,news,https://arstechnica.com/information-technology/2022/03/ddosers-use-new-method-capable-of-amplifying-traffic-by-a-factor-of-4-billion/,,Security,2022,2022
CD219,news,https://thehackerblog.com/hacking-guatemalas-dns-spying-on-active-directory-users-by-exploiting-a-tld-misconfiguration/index.html,,Security,2017,2017
CD220,news,https://www.businessinsider.com.au/stolen-data-of-533-million-facebook-users-leaked-online-2021-4,,Security,2021,2021
CD221,news,https://nvd.nist.gov/vuln/detail/CVE-2000-0525,,Security,2000,2017
CD222,Others,https://serverfault.com/questions/560535/3ware-card-in-raid-5-configuration-slow-and-causes-load-when-writing,,Performance,2013,2013
CD223,MySQL,https://serverfault.com/questions/423051/mysql-slow-query-log-logging-all-queries,MySQL slow query log logging all queries,Performance,2012,2012
CD224,PHP,https://stackoverflow.com/questions/28436237/why-is-php-composer-so-slow,Why is PHP Composer so slow?,Functionality,2015,2023
CD225,Hadoop,https://stackoverflow.com/questions/32699586/kryo-serialization-error-in-spark-job/32700557#32700557,Kryo serialization error in Spark job,Functionality,2015,2015
CD226,Nginx,https://stackoverflow.com/questions/28160982/how-to-make-nginx-cors-configuration-work-when-server-returns-error,How to make nginx CORS configuration work when server returns error?,Functionality,2015,2018
CD227,Apache httpd,https://serverfault.com/questions/1024209/docker-apache-and-angular,giving a 502 error when retrieving the static files,Functionality,2020,2022
CD228,MySQL,http://serverfault.com/questions/178303/mysql-binlog-not-logging,mysql binlog not logging,Functionality,2010,2010
CD229,PHP,https://serverfault.com/questions/19561/how-can-i-display-and-log-php-errors-on-iis7/1033328#1033328,How can I display and log PHP errors on IIS7?,Functionality,2009,2020
CD230,PHP,https://serverfault.com/questions/78636/php-mail-on-windows-webserver-2008,when I try to use the mail() function in oder to programmatically send emails via PHP. Then I get this error:,Functionality,2009,2009
CD231,Nginx,https://serverfault.com/questions/745234/nginx-varnish-php-fpm-blank-pages,NginX->Varnish->PHP-FPM Blank pages，put nginx in front of Varnish failed,Functionality,2015,2016
CD232,Nginx,https://serverfault.com/questions/223500/blank-page-wordpress-on-nginxphp-fpm,Blank Page: wordpress on nginx+php-fpm（unable to serve anything but blank pages.,Functionality,2011,2024
CD233,Apache httpd,https://serverfault.com/questions/162802/apache-httpd-client-denied-by-server-configuration-htaccess-even-when-htac,Apache HTTPD: “client denied by server configuration: .htaccess” Even When .htaccess is Blank,Functionality,2010,2013
CD234,Apache httpd,https://serverfault.com/questions/963770/apache-2-4-mutual-authentication-ah01797-client-denied-by-server-configuratio,Apache 2.4 mutual authentication - AH01797: client denied by server configuration,Functionality,2019,2019
CD235,Apache httpd,https://stackoverflow.com/questions/3584713,ImportError: No module named django.core.handlers.wsgi in install django mod_wsgi config on apache,Functionality,2010,2013
CD236,Apache httpd,https://stackoverflow.com/questions/8309465,Popen does not work anymore with apache/wsgi and python 2.7.2?,Functionality,2011,2011
CD237,Others,https://stackoverflow.com/questions/61927814,How to disable open browser in CRA?,Functionality,2020,2024
CD238,Others,https://stackoverflow.com/questions/13620051,"Heroku push of django app gets ""No module named psycopg2.extensions""",Functionality,2012,2021
CD239,Apache httpd,https://stackoverflow.com/questions/16302273,Error on python web page,Functionality,2013,2013
CD240,Nginx,https://serverfault.com/questions/363904/how-to-fix-404-not-found-error-on-nginx-configuration,"How to fix ""404 not found"" error on nginx configuration",Functionality,2012,2012
CD241,Apache httpd,https://serverfault.com/questions/482251/ssl-site-returns-bad-gateway-error-in-ie-works-fine-in-other-browsers,"SSL Site Returns Bad Gateway Error in IE, Works Fine In Other Browsers",Functionality,2013,2013
CD242,Apache httpd,https://serverfault.com/questions/146589/apache-virtual-host-issue?r=SearchResults,Cannot configure a sub-domain in Apache,Functionality,2010,2010
CD243,MySQL,http://serverfault.com/questions/222206/extreme-slowness-with-a-remote-database-in-drupal,extreme slowness with a remote database in drupal,Functionality,2011,2011
CD244,Apache httpd,https://serverfault.com/questions/936267/client-denied-by-server-configuration-on-apache-2-4,Client denied by server configuration on Apache 2.4,Functionality,2018,2022
CD245,Hadoop,https://stackoverflow.com/questions/21345022/hadoop-is-not-showing-my-job-in-the-job-tracker-even-though-it-is-running/21355549#21355549,Hadoop is not showing my job in the job tracker even though it is running,Functionality,2014,2015
CD246,Apache httpd,https://serverfault.com/questions/843299/cant-get-any-browser-to-prompt-for-a-client-certificate-certificates-on-apache,Can't Get Any Browser to Prompt for A Client Certificate (Certificates on Apache),Functionality,2017,2017
CD247,MySQL,https://stackoverflow.com/questions/74710314,SQL mode NO_ZERO_DATE to make the wrong date number,Functionality,2022,2022
CD248,MySQL,https://stackoverflow.com/questions/73756450, Increase innodb_buffer_pool_size performance may suffer if you keep the cache size the same.,Performance,2022,2022
CD249,MySQL,https://stackoverflow.com/questions/73729667/,wrong storage engine,Functionality,2022,2023
CD250,Others,https://stackoverflow.com/questions/73529248/,remove dependency and  add two configs in properties,Functionality,2022,2022
CD251,Others,https://stackoverflow.com/questions/73414855, initial configuration with username and password has a few errors,Functionality,2022,2023
CD252,MySQL,https://stackoverflow.com/questions/73089583/,innodb_buffer_pool_size should be about 70% of available RAM to improve performance,Performance,2022,2022
CD253,MySQL,https://stackoverflow.com/questions/72855586,"wrong storage engine, default value",Functionality,2022,2022
CD254,MySQL,https://stackoverflow.com/questions/72812247/, value has to be set at startup,Functionality,2022,2022
CD255,MySQL,https://stackoverflow.com/questions/72560356,"too many connections error, SetMaxOpenConns SetMaxIdleConns",Functionality,2022,2022
CD256,MySQL,https://stackoverflow.com/questions/72466258, the environment variable UPLOAD_LIMIT to your desired limit.,Functionality,2022,2022
CD257,PHP,https://stackoverflow.com/questions/72255695/,add an options array with the path to your certificate,Functionality,2022,2022
CD258,MySQL,https://stackoverflow.com/questions/72038872,slowly and gradually the RAM is occupied,Performance,2022,2022
CD259,MySQL,https://stackoverflow.com/questions/71526672,change the max index size,Functionality,2022,2022
CD260,MySQL,https://stackoverflow.com/questions/70948869,allows the client to read the file content on the computer where the client runs  secure-file-privLOAD DATA LOCAL INFILE,Performance,2022,2022
CD261,MySQL,https://stackoverflow.com/questions/70797489,max_allowed_packet net_read_timeout lost connection,Functionality,2022,2022
CD262,MySQL,https://stackoverflow.com/questions/70731727,change mysql case sensitivity setting. make it case insensitive.,Functionality,2022,2022
CD263,MySQL,https://stackoverflow.com/questions/70741904,"add  a config testWhileIdle=""true""",Functionality,2022,2022
CD264,PHP,https://stackoverflow.com/questions/74937056/,throw' => true has to be true for debugging,Functionality,2022,2023
CD265,PHP,https://stackoverflow.com/questions/74656633,disabling php's garbage collector (by setting to gc_probability0),Functionality,2022,2023
CD266,PHP,https://stackoverflow.com/questions/74215980,change the maximum upload file size,Functionality,2022,2022
CD267,PHP,https://stackoverflow.com/questions/74069103,You need to also list in the debug mode value:develop,Functionality,2022,2023
CD268,PHP,https://stackoverflow.com/questions/73605230,set allow_url_fopen=1,Functionality,2022,2022
CD269,PHP,https://stackoverflow.com/questions/73301400, added the PHP path to environment variables,Functionality,2022,2023
CD270,PHP,https://stackoverflow.com/questions/72782747,PHP memory limit,Performance,2022,2023
CD271,PHP,https://stackoverflow.com/questions/72566152/,set a list of directories to skip in the PHP configuration of ownCloud,Functionality,2022,2022
CD272,Nginx,https://stackoverflow.com/questions/71317809/,increase file upload size,Functionality,2022,2022
CD273,PHP,https://stackoverflow.com/questions/70984765,all the post data in the form are limited,Functionality,2022,2022
CD274,Apache httpd,https://stackoverflow.com/questions/73703101,"turn off ""ProxyPreserveHost"" in section",Functionality,2022,2022
CD275,Nginx,https://stackoverflow.com/questions/74735021,Missing proxy_read_timeout 86400,Functionality,2022,2022
CD276,Nginx,https://stackoverflow.com/questions/74868724,port ranging from 0-1023 as it is intended for system use. Hence updated the answer to allow ports from 1025:65535,Functionality,2022,2022
CD277,Nginx,https://stackoverflow.com/questions/74755384/,https HTTP_PROXY_NAME=foo.org HTTP_SCHEME=https,Security,2022,2022
CD278,Nginx,https://stackoverflow.com/questions/73617220,missing config proxy_set_header Host $http_host;,Functionality,2022,2022
CD279,Nginx,https://stackoverflow.com/questions/73236968,wrong config for try_files $uri $uri/ =404;      ,Functionality,2022,2022
CD280,Nginx,https://stackoverflow.com/questions/72480039/,increase ingress resource:  increase the body size of files,Functionality,2022,2022
CD281,PHP,https://serverfault.com/questions/1114237/,two differernt version of PHP listen to one port,Functionality,2022,2022
CD282,Nginx,https://stackoverflow.com/questions/72405739,parameter list lost some pages,Functionality,2022,2024
CD283,Nginx,https://stackoverflow.com/questions/72158497,file too big make the cpu wait,Performance,2022,2022
CD284,MySQL,https://stackoverflow.com/questions/57894799/,MySQL version 5 or 8.0 and later. And your server is configured to use the protocol of TLS 1.2.,Functionality,2019,2022
CD285,Nginx,https://stackoverflow.com/questions/71435230,out of memory,Performance,2022,2022
CD286,Nginx,https://stackoverflow.com/questions/71326580,"a separate must be there to handle ""normal"" HTTP requests",Functionality,2022,2022
CD287,Nginx,https://stackoverflow.com/questions/70937709/,proxy_set_header Connection $http_connection;,Functionality,2022,2023
CD288,Nginx,https://stackoverflow.com/questions/71220793,utilise proxy_next_upstream and require request,Functionality,2022,2022
CD289,Nginx,https://stackoverflow.com/questions/70741577,modifying keys_zone to larger value cache size,Performance,2022,2022
CD290,Nginx,https://stackoverflow.com/questions/70908535,server block not active,Functionality,2022,2022
CD291,Nginx,https://stackoverflow.com/questions/70804998/,redirect,Functionality,2022,2022
CD292,Nginx,https://stackoverflow.com/questions/70552576,disable .autoindex on to prevent people see files,Security,2022,2022
CD293,PostgreSQL,https://stackoverflow.com/questions/74875570,set the statement_timeout to kill the long running queries,Functionality,2022,2023
CD294,PostgreSQL,https://stackoverflow.com/questions/74062827,compress file,Functionality,2022,2022
CD295,PostgreSQL,https://stackoverflow.com/questions/73816497/,waiting time connectionTimeoutMillis,Functionality,2022,2022
CD296,PostgreSQL,https://stackoverflow.com/questions/73108361/,func,Functionality,2022,2022
CD297,PostgreSQL,https://stackoverflow.com/questions/70681193,set max_parallel_workers_per_gather=0  to 27 minutes from ~3 hour,Performance,2022,2022
CD298,PHP,https://serverfault.com/questions/1109697,conflict config about php version,Functionality,2022,2022
CD299,MySQL,https://stackoverflow.com/questions/71932828/,'Persist Value' set for max_allowed_packet.,Functionality,2022,2022
CD300,PHP,https://stackoverflow.com/questions/74206394,different version conflict configs,Functionality,2022,2024
CD301,Apache httpd,https://stackoverflow.com/questions/77119456,"applications with OAuth2 login are exposed to CSRF attacks, so it's a big mistake to disable CSRF protection)",Security,2023,2023
CD302,Apache httpd,https://stackoverflow.com/questions/76302595,the default value for the timeout until the completion of SQL queries in Oracle REST Data Services was 15 minutes,Functionality,2023,2023
CD303,Apache httpd,https://stackoverflow.com/questions/76573232,missing listen port,Functionality,2023,2023
CD304,Apache httpd,https://stackoverflow.com/questions/76908292,do not setdefault SSLEngine off to on,Functionality,2023,2023
CD305,Apache httpd,https://stackoverflow.com/questions/76044697,do not set default SSLEngine off to on,Functionality,2023,2023
CD306,Hadoop,https://stackoverflow.com/questions/77494143,do not set fs.defaultFS to right value,Functionality,2023,2023
CD307,Hadoop,https://stackoverflow.com/questions/77292415,do not set path of cache properly,Functionality,2023,2023
CD308,Hadoop,https://stackoverflow.com/questions/76707529,the default configuration is to use only one partition for small dataset,Functionality,2023,2023
CD309,Hadoop,https://stackoverflow.com/questions/76386805,The configuration keys differ between Presto and Hadoop,Functionality,2023,2023
CD310,Hadoop,https://stackoverflow.com/questions/75655940,the interceptor was not defined a1.sources.r1.interceptors = i1,Functionality,2023,2023
CD311,Nginx,https://stackoverflow.com/questions/77065725,do not set resolver  point to dockers container dns:,Functionality,2023,2023
CD312,Others,https://stackoverflow.com/questions/76939220,do not set spring.jpa.hibernate.ddl-auto properly,Functionality,2023,2024
CD313,MySQL,https://stackoverflow.com/questions/76898102,completly ignored client side settings.,Functionality,2023,2023
CD314,Others,https://stackoverflow.com/questions/76832553,do not delete spring.jpa.hibernate.ddl-auto,Functionality,2023,2023
CD315,Others,https://stackoverflow.com/questions/76802506,do not set xpack.security.enabled=false,Functionality,2023,2023
CD316,MySQL,https://stackoverflow.com/questions/76577641,wrong value for spring.jpa.properties.hibernate.dialect,Functionality,2023,2023
CD317,Others,https://stackoverflow.com/questions/76287046,spring.datasource.hikari.connectionTimeout too small,Functionality,2023,2023
CD318,MySQL,https://stackoverflow.com/questions/75536396,do not set password for admin,Functionality,2023,2023
CD319,Nginx,https://stackoverflow.com/questions/77543237,change the file path,Functionality,2023,2023
CD320,Nginx,https://stackoverflow.com/questions/77423069,doesn't accept insecure connections should listen port 443,Functionality,2023,2023
CD321,Nginx,https://stackoverflow.com/questions/77065725,do not set dns resolver ip,Functionality,2023,2023
CD322,Nginx,https://stackoverflow.com/questions/76878906/,set client_body_in_file_only to clean to stop adding nodes,Functionality,2023,2023
CD323,Nginx,https://stackoverflow.com/questions/76829379,did not set port to listen,Functionality,2023,2023
CD324,Nginx,https://stackoverflow.com/questions/76818121/,should set ipv6,Functionality,2023,2023
CD325,Nginx,https://stackoverflow.com/questions/76726779/,wrong port and lack of a configuration ,Functionality,2023,2023
CD326,Nginx,https://stackoverflow.com/questions/76418037,add resolver 127.0.0.11 ipv6=off,Functionality,2023,2023
CD327,Nginx,https://stackoverflow.com/questions/65656649/,add some configurations to files,Functionality,2021,2023
CD328,Nginx,https://stackoverflow.com/questions/76234540,should use http not https,Functionality,2023,2023
CD329,Nginx,https://stackoverflow.com/questions/76140440/,add some configurations to files,Functionality,2023,2023
CD330,Nginx,https://stackoverflow.com/questions/76134183,add some configurations to files,Functionality,2023,2023
CD331,Nginx,https://stackoverflow.com/questions/76075537/,add some configurations to files,Functionality,2023,2023
CD332,Nginx,https://stackoverflow.com/questions/75918429,add some configurations to files,Functionality,2023,2023
CD333,Others,https://stackoverflow.com/questions/75553467/,configure spring's property server.forward-headers-strategy to either native or framework,Functionality,2023,2023
CD334,Nginx,https://stackoverflow.com/questions/75347224,did not listen to port 443,Functionality,2023,2023
CD335,Nginx,https://stackoverflow.com/questions/75287059/,add resolver 1.1.1.1 valid=30s;,Functionality,2023,2023
CD336,Nginx,https://stackoverflow.com/questions/75170803/,"add a slash at the end of the location,",Functionality,2023,2023
CD337,Nginx,https://stackoverflow.com/questions/75071474/,did not set port to listen,Functionality,2023,2023
CD338,Nginx,https://stackoverflow.com/questions/75046077,set proxy_ssl_server_name on,Functionality,2023,2023
CD339,PostgreSQL,https://stackoverflow.com/questions/67824003,providing a filtering rule to slot.stream.params,Functionality,2021,2023
CD340,Nginx,https://serverfault.com/questions/1127094,add the add_header to configuration file,Functionality,2023,2023
CD341,PHP,https://stackoverflow.com/questions/77202310,extension=zip,Functionality,2023,2023
CD342,PHP,https://stackoverflow.com/questions/76404967,add listen.owner and group,Functionality,2023,2023
CD343,PHP,https://stackoverflow.com/questions/76221455,set memory_limit max_post_size upload_max_filesize,Functionality,2023,2023
CD344,PHP,https://stackoverflow.com/questions/76146279/,html_errors is set to false,Functionality,2023,2023
CD345,PHP,https://stackoverflow.com/questions/75398516,adding the “extension=php_intl.dll” line in my php.ini configuration file,Functionality,2023,2023
CD346,PHP,https://stackoverflow.com/questions/75388969,add some configurations to files,Functionality,2023,2023
CD347,PHP,https://stackoverflow.com/questions/75319328/, increase your 'maximum execution time'  PHP configuration.,Functionality,2023,2023
CD348,Nginx,https://stackoverflow.com/questions/75046077/,adding proxy_ssl_server_name on;,Functionality,2023,2023
CD349,Apache httpd,https://serverfault.com/questions/1130594,Apache httpd should always be configured with ProxyRequests Off,Functionality,2023,2023
CD350,MySQL,https://serverfault.com/questions/1132417/,Lower innodb_buffer_pool_size,Functionality,2023,2023
CD351,Nginx,https://serverfault.com/questions/1148484/,did not listen to port 443,Functionality,2023,2024
CD352,Nginx,https://serverfault.com/questions/1147982/,add some configurations to files,Functionality,2023,2023
CD353,Nginx,https://serverfault.com/questions/1131843/,increasing the buffer size proxy_buffer_size,Functionality,2023,2023
